COUNTY,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,DATE
Shasta,32,4,-1,0,5/13/2020
Shasta,33,4,1,0,5/14/2020
Shasta,33,4,0,0,5/15/2020
Shasta,33,4,0,0,5/16/2020
Shasta,34,4,1,0,5/17/2020
Shasta,34,4,0,0,5/18/2020
Shasta,34,4,0,0,5/19/2020
Shasta,34,4,0,0,5/20/2020
Shasta,34,4,0,0,5/21/2020
Shasta,34,4,0,0,5/22/2020
Shasta,35,4,1,0,5/23/2020
Shasta,36,4,1,0,5/24/2020
Shasta,36,4,0,0,5/25/2020
Shasta,36,4,0,0,5/26/2020
Shasta,36,4,0,0,5/27/2020
Shasta,36,4,0,0,5/28/2020
Shasta,36,4,0,0,5/29/2020
Shasta,36,4,0,0,5/30/2020
Shasta,38,4,2,0,5/31/2020
Shasta,38,4,0,0,6/1/2020
Shasta,38,4,0,0,6/2/2020
Shasta,40,4,2,0,6/3/2020
Shasta,40,4,0,0,6/4/2020
Shasta,40,4,0,0,6/5/2020
Shasta,40,4,0,0,6/6/2020
Shasta,41,4,1,0,6/7/2020
Shasta,43,4,2,0,6/8/2020
Shasta,44,4,1,0,6/9/2020
Shasta,45,4,1,0,6/10/2020
Shasta,47,5,2,1,6/11/2020
Shasta,48,5,1,0,6/12/2020
Shasta,48,5,0,0,6/13/2020
Shasta,48,5,0,0,6/14/2020
Shasta,50,4,2,-1,6/15/2020
Shasta,51,4,1,0,6/16/2020
Shasta,51,4,0,0,6/17/2020
Shasta,51,4,0,0,6/18/2020
Shasta,58,4,7,0,6/19/2020
Shasta,66,5,8,1,6/20/2020
Shasta,75,5,9,0,6/21/2020
Shasta,77,5,2,0,6/22/2020
Shasta,81,5,4,0,6/23/2020
Shasta,83,5,2,0,6/24/2020
Lassen,0,0,0,0,3/18/2020
Lassen,0,0,0,0,3/19/2020
Lassen,0,0,0,0,3/20/2020
Lassen,0,0,0,0,3/21/2020
Lassen,0,0,0,0,3/22/2020
Lassen,0,0,0,0,3/23/2020
Lassen,0,0,0,0,3/24/2020
Lassen,0,0,0,0,3/25/2020
Lassen,0,0,0,0,3/26/2020
Lassen,0,0,0,0,3/27/2020
Lassen,0,0,0,0,3/28/2020
Lassen,0,0,0,0,3/29/2020
Lassen,0,0,0,0,3/30/2020
Lassen,0,0,0,0,3/31/2020
Lassen,0,0,0,0,4/1/2020
Lassen,0,0,0,0,4/2/2020
Lassen,0,0,0,0,4/3/2020
Lassen,0,0,0,0,4/4/2020
Lassen,0,0,0,0,4/5/2020
Lassen,0,0,0,0,4/6/2020
Lassen,0,0,0,0,4/7/2020
Lassen,0,0,0,0,4/8/2020
Lassen,0,0,0,0,4/9/2020
Lassen,0,0,0,0,4/10/2020
Lassen,0,0,0,0,4/11/2020
Lassen,0,0,0,0,4/12/2020
Lassen,0,0,0,0,4/13/2020
Lassen,0,0,0,0,4/14/2020
Lassen,0,0,0,0,4/15/2020
Lassen,0,0,0,0,4/16/2020
Lassen,0,0,0,0,4/17/2020
Lassen,0,0,0,0,4/18/2020
Lassen,0,0,0,0,4/19/2020
Lassen,0,0,0,0,4/20/2020
Lassen,0,0,0,0,4/21/2020
Lassen,0,0,0,0,4/22/2020
Lassen,0,0,0,0,4/23/2020
Lassen,0,0,0,0,4/24/2020
Lassen,0,0,0,0,4/25/2020
Lassen,0,0,0,0,4/26/2020
Lassen,0,0,0,0,4/27/2020
Lassen,0,0,0,0,4/28/2020
Lassen,0,0,0,0,4/29/2020
Lassen,0,0,0,0,4/30/2020
Lassen,0,0,0,0,5/1/2020
Lassen,0,0,0,0,5/2/2020
Lassen,0,0,0,0,5/3/2020
Lassen,0,0,0,0,5/4/2020
Lassen,0,0,0,0,5/5/2020
Lassen,0,0,0,0,5/6/2020
Lassen,0,0,0,0,5/7/2020
Lassen,0,0,0,0,5/8/2020
Lassen,0,0,0,0,5/9/2020
Lassen,0,0,0,0,5/10/2020
Lassen,0,0,0,0,5/11/2020
Lassen,0,0,0,0,5/12/2020
Lassen,0,0,0,0,5/13/2020
Lassen,0,0,0,0,5/14/2020
Lassen,0,0,0,0,5/15/2020
Lassen,0,0,0,0,5/16/2020
Lassen,0,0,0,0,5/17/2020
Lassen,0,0,0,0,5/18/2020
Lassen,0,0,0,0,5/19/2020
Lassen,0,0,0,0,5/20/2020
Lassen,0,0,0,0,5/21/2020
Lassen,0,0,0,0,5/22/2020
Lassen,0,0,0,0,5/23/2020
Lassen,0,0,0,0,5/24/2020
Lassen,0,0,0,0,5/25/2020
Lassen,0,0,0,0,5/26/2020
Lassen,0,0,0,0,5/27/2020
Lassen,0,0,0,0,5/28/2020
Lassen,0,0,0,0,5/29/2020
Lassen,4,0,4,0,5/30/2020
Lassen,4,0,0,0,5/31/2020
Lassen,4,0,0,0,6/1/2020
Lassen,4,0,0,0,6/2/2020
Lassen,4,0,0,0,6/3/2020
Lassen,4,0,0,0,6/4/2020
Lassen,4,0,0,0,6/5/2020
Lassen,4,0,0,0,6/6/2020
Lassen,4,0,0,0,6/7/2020
Lassen,4,0,0,0,6/8/2020
Lassen,5,0,1,0,6/9/2020
Lassen,5,0,0,0,6/10/2020
Lassen,5,0,0,0,6/11/2020
Lassen,5,0,0,0,6/12/2020
Lassen,5,0,0,0,6/13/2020
Lassen,5,0,0,0,6/14/2020
Lassen,5,0,0,0,6/15/2020
Lassen,5,0,0,0,6/16/2020
Lassen,5,0,0,0,6/17/2020
Lassen,5,0,0,0,6/18/2020
Lassen,7,0,2,0,6/19/2020
Lassen,7,0,0,0,6/20/2020
Lassen,7,0,0,0,6/21/2020
Lassen,7,0,0,0,6/22/2020
Lassen,9,0,2,0,6/23/2020
Lassen,9,0,0,0,6/24/2020
Colusa,0,0,0,0,3/18/2020
Colusa,0,0,0,0,3/19/2020
Colusa,0,0,0,0,3/20/2020
Colusa,0,0,0,0,3/21/2020
Colusa,0,0,0,0,3/22/2020
Colusa,0,0,0,0,3/23/2020
Colusa,0,0,0,0,3/24/2020
Colusa,0,0,0,0,3/25/2020
Colusa,0,0,0,0,3/26/2020
Colusa,0,0,0,0,3/27/2020
Colusa,1,0,1,0,3/28/2020
Colusa,1,0,0,0,3/29/2020
Colusa,1,0,0,0,3/30/2020
Colusa,1,0,0,0,3/31/2020
Colusa,1,0,0,0,4/1/2020
Colusa,1,0,0,0,4/2/2020
Colusa,1,0,0,0,4/3/2020
Colusa,1,0,0,0,4/4/2020
Colusa,1,0,0,0,4/5/2020
Colusa,1,0,0,0,4/6/2020
Colusa,2,0,1,0,4/7/2020
Colusa,3,0,1,0,4/8/2020
Colusa,3,0,0,0,4/9/2020
Colusa,3,0,0,0,4/10/2020
Colusa,3,0,0,0,4/11/2020
Colusa,3,0,0,0,4/12/2020
Colusa,3,0,0,0,4/13/2020
Colusa,3,0,0,0,4/14/2020
Colusa,3,0,0,0,4/15/2020
Colusa,3,0,0,0,4/16/2020
Colusa,3,0,0,0,4/17/2020
Colusa,3,0,0,0,4/18/2020
Colusa,3,0,0,0,4/19/2020
Colusa,3,0,0,0,4/20/2020
Colusa,3,0,0,0,4/21/2020
Colusa,3,0,0,0,4/22/2020
Colusa,3,0,0,0,4/23/2020
Colusa,3,0,0,0,4/24/2020
Colusa,3,0,0,0,4/25/2020
Colusa,3,0,0,0,4/26/2020
Colusa,3,0,0,0,4/27/2020
Colusa,3,0,0,0,4/28/2020
Colusa,3,0,0,0,4/29/2020
Colusa,3,0,0,0,4/30/2020
Colusa,3,0,0,0,5/1/2020
Colusa,3,0,0,0,5/2/2020
Colusa,3,0,0,0,5/3/2020
Colusa,3,0,0,0,5/4/2020
Colusa,3,0,0,0,5/5/2020
Colusa,3,0,0,0,5/6/2020
Colusa,3,0,0,0,5/7/2020
Colusa,3,0,0,0,5/8/2020
Colusa,3,0,0,0,5/9/2020
Colusa,3,0,0,0,5/10/2020
Colusa,3,0,0,0,5/11/2020
Colusa,3,0,0,0,5/12/2020
Colusa,3,0,0,0,5/13/2020
Colusa,3,0,0,0,5/14/2020
Colusa,3,0,0,0,5/15/2020
Colusa,3,0,0,0,5/16/2020
Colusa,3,0,0,0,5/17/2020
Colusa,3,0,0,0,5/18/2020
Colusa,3,0,0,0,5/19/2020
Colusa,3,0,0,0,5/20/2020
Colusa,4,0,1,0,5/21/2020
Colusa,4,0,0,0,5/22/2020
Colusa,4,0,0,0,5/23/2020
Colusa,4,0,0,0,5/24/2020
Colusa,4,0,0,0,5/25/2020
Colusa,4,0,0,0,5/26/2020
Colusa,5,0,1,0,5/27/2020
Colusa,5,0,0,0,5/28/2020
Colusa,5,0,0,0,5/29/2020
Colusa,5,0,0,0,5/30/2020
Colusa,5,0,0,0,5/31/2020
Colusa,7,0,2,0,6/1/2020
Colusa,7,0,0,0,6/2/2020
Colusa,7,0,0,0,6/3/2020
Colusa,7,0,0,0,6/4/2020
Colusa,7,0,0,0,6/5/2020
Colusa,7,0,0,0,6/6/2020
Colusa,7,0,0,0,6/7/2020
Colusa,7,0,0,0,6/8/2020
Colusa,7,0,0,0,6/9/2020
Colusa,7,0,0,0,6/10/2020
Colusa,7,0,0,0,6/11/2020
Colusa,7,0,0,0,6/12/2020
Colusa,7,0,0,0,6/13/2020
Colusa,7,0,0,0,6/14/2020
Colusa,7,0,0,0,6/15/2020
Colusa,7,0,0,0,6/16/2020
Colusa,7,0,0,0,6/17/2020
Colusa,7,0,0,0,6/18/2020
Colusa,7,0,0,0,6/19/2020
Colusa,7,0,0,0,6/20/2020
Colusa,7,0,0,0,6/21/2020
Colusa,7,0,0,0,6/22/2020
Colusa,7,0,0,0,6/23/2020
Colusa,11,0,4,0,6/24/2020
Lake,0,0,0,0,3/18/2020
Lake,0,0,0,0,3/19/2020
Lake,0,0,0,0,3/20/2020
Lake,0,0,0,0,3/21/2020
Lake,0,0,0,0,3/22/2020
Lake,0,0,0,0,3/23/2020
Lake,0,0,0,0,3/24/2020
Lake,0,0,0,0,3/25/2020
Lake,0,0,0,0,3/26/2020
Lake,0,0,0,0,3/27/2020
Lake,0,0,0,0,3/28/2020
Lake,NULL,NULL,0,0,3/29/2020
Lake,0,0,0,0,3/31/2020
Lake,0,0,0,0,4/1/2020
Lake,0,0,0,0,4/2/2020
Lake,0,0,0,0,4/3/2020
Lake,0,0,0,0,4/4/2020
Lake,0,0,0,0,4/5/2020
Lake,1,0,1,0,4/6/2020
Lake,1,0,0,0,4/7/2020
Lake,1,0,0,0,4/8/2020
Lake,1,0,0,0,4/9/2020
Lake,3,0,2,0,4/10/2020
Lake,3,0,0,0,4/11/2020
Lake,3,0,0,0,4/12/2020
Lake,3,0,0,0,4/13/2020
Lake,3,0,0,0,4/14/2020
Lake,4,0,1,0,4/15/2020
Lake,6,0,2,0,4/16/2020
Lake,6,0,0,0,4/17/2020
Lake,6,0,0,0,4/18/2020
Lake,6,0,0,0,4/19/2020
Lake,6,0,0,0,4/20/2020
Lake,6,0,0,0,4/21/2020
Lake,6,0,0,0,4/22/2020
Lake,6,0,0,0,4/23/2020
Lake,6,0,0,0,4/24/2020
Lake,6,0,0,0,4/25/2020
Lake,6,0,0,0,4/26/2020
Lake,6,0,0,0,4/27/2020
Lake,6,0,0,0,4/28/2020
Lake,6,0,0,0,4/29/2020
Lake,6,0,0,0,4/30/2020
Lake,6,0,0,0,5/1/2020
Lake,7,0,1,0,5/2/2020
Lake,7,0,0,0,5/3/2020
Lake,7,0,0,0,5/4/2020
Lake,7,0,0,0,5/5/2020
Lake,7,0,0,0,5/6/2020
Lake,7,0,0,0,5/7/2020
Lake,7,0,0,0,5/8/2020
Lake,7,0,0,0,5/9/2020
Lake,7,0,0,0,5/10/2020
Lake,7,0,0,0,5/11/2020
Lake,7,0,0,0,5/12/2020
Lake,7,0,0,0,5/13/2020
Lake,7,0,0,0,5/14/2020
Lake,7,0,0,0,5/15/2020
Lake,7,0,0,0,5/16/2020
Lake,7,0,0,0,5/17/2020
Lake,9,0,2,0,5/18/2020
Lake,11,0,2,0,5/19/2020
Lake,9,0,-2,0,5/20/2020
Lake,10,0,1,0,5/21/2020
Lake,10,0,0,0,5/22/2020
Lake,10,0,0,0,5/23/2020
Lake,12,0,2,0,5/24/2020
Lake,13,0,1,0,5/25/2020
Lake,12,0,-1,0,5/26/2020
Lake,13,0,1,0,5/27/2020
Lake,17,0,4,0,5/28/2020
Lake,17,0,0,0,5/29/2020
Lake,18,0,1,0,5/30/2020
Lake,19,0,1,0,5/31/2020
Lake,22,0,3,0,6/1/2020
Lake,25,0,3,0,6/2/2020
Lake,26,0,1,0,6/3/2020
Lake,27,0,1,0,6/4/2020
Lake,28,0,1,0,6/5/2020
Lake,28,0,0,0,6/6/2020
Lake,28,0,0,0,6/7/2020
Lake,28,0,0,0,6/8/2020
Lake,28,0,0,0,6/9/2020
Lake,28,0,0,0,6/10/2020
Lake,28,0,0,0,6/11/2020
Lake,29,0,1,0,6/12/2020
Lake,29,0,0,0,6/13/2020
Lake,31,0,2,0,6/14/2020
Lake,31,0,0,0,6/15/2020
Lake,31,0,0,0,6/16/2020
Lake,32,0,1,0,6/17/2020
Lake,36,0,4,0,6/18/2020
Lake,36,0,0,0,6/19/2020
Lake,37,0,1,0,6/20/2020
Lake,36,0,-1,0,6/21/2020
Lake,37,0,1,0,6/22/2020
Lake,40,0,3,0,6/23/2020
Lake,40,0,0,0,6/24/2020
Modoc,0,0,0,0,4/3/2020
Modoc,0,0,0,0,4/4/2020
Modoc,0,0,0,0,4/5/2020
Modoc,0,0,0,0,4/6/2020
Modoc,0,0,0,0,4/7/2020
Modoc,0,0,0,0,4/8/2020
Modoc,0,0,0,0,4/9/2020
Modoc,0,0,0,0,4/10/2020
Modoc,0,0,0,0,4/11/2020
Modoc,0,0,0,0,4/12/2020
Modoc,0,0,0,0,4/13/2020
Modoc,0,0,0,0,4/14/2020
Modoc,0,0,0,0,4/15/2020
Modoc,0,0,0,0,4/16/2020
Modoc,0,0,0,0,4/17/2020
Modoc,0,0,0,0,4/18/2020
Modoc,0,0,0,0,4/19/2020
Modoc,0,0,0,0,4/20/2020
Modoc,0,0,0,0,4/21/2020
Modoc,0,0,0,0,4/22/2020
Modoc,0,0,0,0,4/23/2020
Modoc,0,0,0,0,4/24/2020
Modoc,0,0,0,0,4/25/2020
Modoc,0,0,0,0,4/26/2020
Modoc,0,0,0,0,4/27/2020
Modoc,0,0,0,0,4/28/2020
Modoc,0,0,0,0,4/29/2020
Modoc,0,0,0,0,4/30/2020
Modoc,0,0,0,0,5/1/2020
Modoc,0,0,0,0,5/2/2020
Modoc,0,0,0,0,5/3/2020
Modoc,0,0,0,0,5/4/2020
Modoc,0,0,0,0,5/5/2020
Modoc,0,0,0,0,5/6/2020
Modoc,0,0,0,0,5/7/2020
Modoc,0,0,0,0,5/8/2020
Modoc,0,0,0,0,5/9/2020
Modoc,0,0,0,0,5/10/2020
Modoc,0,0,0,0,5/11/2020
Modoc,0,0,0,0,5/12/2020
Modoc,0,0,0,0,5/13/2020
Modoc,0,0,0,0,5/14/2020
Modoc,0,0,0,0,5/15/2020
Modoc,0,0,0,0,5/16/2020
Modoc,0,0,0,0,5/17/2020
Modoc,0,0,0,0,5/18/2020
Modoc,0,0,0,0,5/19/2020
Modoc,0,0,0,0,5/20/2020
Modoc,0,0,0,0,5/21/2020
Modoc,0,0,0,0,5/22/2020
Modoc,0,0,0,0,5/23/2020
Modoc,0,0,0,0,5/24/2020
Modoc,1,0,1,0,5/25/2020
Modoc,1,0,0,0,5/26/2020
Modoc,0,0,-1,0,5/27/2020
Modoc,0,0,0,0,5/28/2020
Modoc,0,0,0,0,5/29/2020
Modoc,0,0,0,0,5/30/2020
Modoc,0,0,0,0,5/31/2020
Modoc,0,0,0,0,6/1/2020
Modoc,0,0,0,0,6/2/2020
Modoc,0,0,0,0,6/3/2020
Modoc,0,0,0,0,6/4/2020
Modoc,0,0,0,0,6/5/2020
Modoc,0,0,0,0,6/6/2020
Modoc,0,0,0,0,6/7/2020
Modoc,0,0,0,0,6/8/2020
Modoc,0,0,0,0,6/9/2020
Modoc,0,0,0,0,6/10/2020
Modoc,0,0,0,0,6/11/2020
Modoc,0,0,0,0,6/12/2020
Modoc,0,0,0,0,6/13/2020
Modoc,0,0,0,0,6/14/2020
Modoc,0,0,0,0,6/15/2020
Modoc,0,0,0,0,6/16/2020
Modoc,0,0,0,0,6/17/2020
Modoc,0,0,0,0,6/18/2020
Modoc,0,0,0,0,6/19/2020
Modoc,0,0,0,0,6/20/2020
Modoc,0,0,0,0,6/21/2020
Modoc,0,0,0,0,6/22/2020
Modoc,0,0,0,0,6/23/2020
Modoc,0,0,0,0,6/24/2020
Tulare,3,0,3,0,3/18/2020
Tulare,3,0,0,0,3/19/2020
Tulare,4,0,1,0,3/20/2020
Tulare,5,0,1,0,3/21/2020
Tulare,5,0,0,0,3/22/2020
Tulare,9,0,4,0,3/23/2020
Tulare,10,0,1,0,3/24/2020
Tulare,11,0,1,0,3/25/2020
Tulare,15,0,4,0,3/26/2020
Tulare,15,0,0,0,3/27/2020
Tulare,23,0,8,0,3/28/2020
Tulare,24,1,1,1,3/29/2020
Tulare,40,1,16,0,3/30/2020
Tulare,42,1,2,0,3/31/2020
Tulare,43,1,1,0,4/1/2020
Tulare,64,1,21,0,4/2/2020
Tulare,73,3,9,2,4/3/2020
Tulare,79,4,6,1,4/4/2020
Tulare,81,4,2,0,4/5/2020
Tulare,126,5,45,1,4/6/2020
Tulare,144,5,18,0,4/7/2020
Tulare,145,6,1,1,4/8/2020
Tulare,147,9,2,3,4/9/2020
Tulare,163,11,16,2,4/10/2020
Tulare,168,11,5,0,4/11/2020
Tulare,166,11,-2,0,4/12/2020
Tulare,186,13,20,2,4/13/2020
Tulare,228,13,42,0,4/14/2020
Tulare,289,15,61,2,4/15/2020
Tulare,305,17,16,2,4/16/2020
Tulare,370,17,65,0,4/17/2020
Tulare,385,17,15,0,4/18/2020
Tulare,391,17,6,0,4/19/2020
Tulare,401,18,10,1,4/20/2020
Tulare,410,22,9,4,4/21/2020
Tulare,425,25,15,3,4/22/2020
Tulare,440,25,15,0,4/23/2020
Tulare,459,28,19,3,4/24/2020
Tulare,478,32,19,4,4/25/2020
Tulare,497,32,19,0,4/26/2020
Tulare,535,32,38,0,4/27/2020
Tulare,579,35,44,3,4/28/2020
Tulare,615,36,36,1,4/29/2020
Tulare,637,40,22,4,4/30/2020
Tulare,685,40,48,0,5/1/2020
Tulare,711,40,26,0,5/2/2020
Tulare,736,40,25,0,5/3/2020
Tulare,760,40,24,0,5/4/2020
Tulare,869,40,109,0,5/5/2020
Tulare,963,41,94,1,5/6/2020
Tulare,1001,43,38,2,5/7/2020
Tulare,1050,44,49,1,5/8/2020
Tulare,1083,47,33,3,5/9/2020
Tulare,1143,48,60,1,5/10/2020
Tulare,1203,50,60,2,5/11/2020
Tulare,1261,52,58,2,5/12/2020
Tulare,1283,54,22,2,5/13/2020
Tulare,1317,54,34,0,5/14/2020
Tulare,1356,64,39,10,5/15/2020
Tulare,1426,67,70,3,5/16/2020
Tulare,1430,67,4,0,5/17/2020
Tulare,1491,67,61,0,5/18/2020
Tulare,1551,71,60,4,5/19/2020
Tulare,1585,73,34,2,5/20/2020
Tulare,1606,74,21,1,5/21/2020
Tulare,1662,75,56,1,5/22/2020
Tulare,1682,75,20,0,5/23/2020
Tulare,1684,75,2,0,5/24/2020
Tulare,1747,75,63,0,5/25/2020
Tulare,1768,79,21,4,5/26/2020
Tulare,1817,79,49,0,5/27/2020
Tulare,1832,80,15,1,5/28/2020
Tulare,1852,84,20,4,5/29/2020
Tulare,1879,84,27,0,5/30/2020
Tulare,1884,84,5,0,5/31/2020
Tulare,1976,89,92,5,6/1/2020
Tulare,2012,89,36,0,6/2/2020
Tulare,2041,90,29,1,6/3/2020
Tulare,2086,92,45,2,6/4/2020
Tulare,2180,92,94,0,6/5/2020
Tulare,2213,92,33,0,6/6/2020
Tulare,2219,92,6,0,6/7/2020
Tulare,2301,94,82,2,6/8/2020
Tulare,2393,94,92,0,6/9/2020
Tulare,2455,96,62,2,6/10/2020
Tulare,2473,98,18,2,6/11/2020
Tulare,2552,98,79,0,6/12/2020
Tulare,2626,98,74,0,6/13/2020
Tulare,2646,98,20,0,6/14/2020
Tulare,2662,98,16,0,6/15/2020
Tulare,2802,98,140,0,6/16/2020
Tulare,2882,106,80,8,6/17/2020
Tulare,3005,107,123,1,6/18/2020
Tulare,3053,111,48,4,6/19/2020
Tulare,3172,111,119,0,6/20/2020
Tulare,3173,111,1,0,6/21/2020
Tulare,3185,113,12,2,6/22/2020
Tulare,3456,116,271,3,6/23/2020
Tulare,3541,118,85,2,6/24/2020
San Benito,3,0,3,0,3/18/2020
San Benito,3,0,0,0,3/19/2020
San Benito,4,1,1,1,3/20/2020
San Benito,4,1,0,0,3/21/2020
San Benito,4,1,0,0,3/22/2020
San Benito,4,1,0,0,3/23/2020
San Benito,4,1,0,0,3/24/2020
San Benito,4,1,0,0,3/25/2020
San Benito,8,1,4,0,3/26/2020
San Benito,9,1,1,0,3/27/2020
San Benito,10,1,1,0,3/28/2020
San Benito,10,1,0,0,3/29/2020
San Benito,11,1,1,0,3/30/2020
San Benito,14,1,3,0,3/31/2020
San Benito,14,1,0,0,4/1/2020
San Benito,18,1,4,0,4/2/2020
San Benito,22,1,4,0,4/3/2020
San Benito,22,1,0,0,4/4/2020
San Benito,22,1,0,0,4/5/2020
San Benito,25,1,3,0,4/6/2020
San Benito,26,2,1,1,4/7/2020
San Benito,31,2,5,0,4/8/2020
San Benito,32,2,1,0,4/9/2020
San Benito,32,2,0,0,4/10/2020
San Benito,33,2,1,0,4/11/2020
San Benito,33,2,0,0,4/12/2020
San Benito,33,2,0,0,4/13/2020
San Benito,34,2,1,0,4/14/2020
San Benito,34,2,0,0,4/15/2020
San Benito,36,2,2,0,4/16/2020
San Benito,38,2,2,0,4/17/2020
San Benito,40,2,2,0,4/18/2020
San Benito,40,2,0,0,4/19/2020
San Benito,43,2,3,0,4/20/2020
San Benito,43,2,0,0,4/21/2020
San Benito,43,2,0,0,4/22/2020
San Benito,43,2,0,0,4/23/2020
San Benito,45,2,2,0,4/24/2020
San Benito,45,2,0,0,4/25/2020
San Benito,45,2,0,0,4/26/2020
San Benito,45,2,0,0,4/27/2020
San Benito,46,2,1,0,4/28/2020
San Benito,48,2,2,0,4/29/2020
San Benito,48,2,0,0,4/30/2020
San Benito,49,2,1,0,5/1/2020
San Benito,49,2,0,0,5/2/2020
San Benito,49,2,0,0,5/3/2020
San Benito,49,2,0,0,5/4/2020
San Benito,50,2,1,0,5/5/2020
San Benito,50,2,0,0,5/6/2020
San Benito,50,2,0,0,5/7/2020
San Benito,51,2,1,0,5/8/2020
San Benito,52,2,1,0,5/9/2020
San Benito,52,2,0,0,5/10/2020
San Benito,52,2,0,0,5/11/2020
San Benito,55,2,3,0,5/12/2020
San Benito,55,2,0,0,5/13/2020
San Benito,56,2,1,0,5/14/2020
San Benito,57,2,1,0,5/15/2020
San Benito,58,2,1,0,5/16/2020
San Benito,59,2,1,0,5/17/2020
San Benito,59,2,0,0,5/18/2020
San Benito,59,2,0,0,5/19/2020
San Benito,61,2,2,0,5/20/2020
San Benito,61,2,0,0,5/21/2020
San Benito,64,2,3,0,5/22/2020
San Benito,67,2,3,0,5/23/2020
San Benito,67,2,0,0,5/24/2020
San Benito,70,2,3,0,5/25/2020
San Benito,69,2,-1,0,5/26/2020
San Benito,74,2,5,0,5/27/2020
San Benito,82,2,8,0,5/28/2020
San Benito,84,2,2,0,5/29/2020
San Benito,85,2,1,0,5/30/2020
San Benito,85,2,0,0,5/31/2020
San Benito,86,2,1,0,6/1/2020
San Benito,86,2,0,0,6/2/2020
San Benito,88,2,2,0,6/3/2020
San Benito,88,2,0,0,6/4/2020
San Benito,92,2,4,0,6/5/2020
San Benito,92,2,0,0,6/6/2020
San Benito,92,2,0,0,6/7/2020
San Benito,93,2,1,0,6/8/2020
San Benito,95,2,2,0,6/9/2020
San Benito,94,2,-1,0,6/10/2020
San Benito,94,2,0,0,6/11/2020
San Benito,96,2,2,0,6/12/2020
San Benito,99,2,3,0,6/13/2020
San Benito,104,2,5,0,6/14/2020
San Benito,108,2,4,0,6/15/2020
San Benito,110,2,2,0,6/16/2020
San Benito,116,2,6,0,6/17/2020
San Benito,134,2,18,0,6/18/2020
San Benito,136,2,2,0,6/19/2020
San Benito,139,2,3,0,6/20/2020
San Benito,151,2,12,0,6/21/2020
San Benito,164,2,13,0,6/22/2020
San Benito,167,2,3,0,6/23/2020
San Benito,171,2,4,0,6/24/2020
Alameda,29,0,29,0,3/18/2020
Alameda,36,0,7,0,3/19/2020
Alameda,42,0,6,0,3/20/2020
Alameda,62,0,20,0,3/21/2020
Alameda,72,1,10,1,3/22/2020
Alameda,88,1,16,0,3/23/2020
Alameda,96,2,8,1,3/24/2020
Alameda,134,3,38,1,3/25/2020
Alameda,172,4,38,1,3/26/2020
Alameda,185,4,13,0,3/27/2020
Alameda,205,6,20,2,3/28/2020
Alameda,207,6,2,0,3/29/2020
Alameda,250,7,43,1,3/30/2020
Alameda,269,7,19,0,3/31/2020
Alameda,287,8,18,1,4/1/2020
Alameda,345,10,58,2,4/2/2020
Alameda,395,11,50,1,4/3/2020
Alameda,468,12,73,1,4/4/2020
Alameda,475,12,7,0,4/5/2020
Alameda,527,13,52,1,4/6/2020
Alameda,560,14,33,1,4/7/2020
Alameda,594,15,34,1,4/8/2020
Alameda,641,17,47,2,4/9/2020
Alameda,706,26,65,9,4/10/2020
Alameda,751,26,45,0,4/11/2020
Alameda,774,26,23,0,4/12/2020
Alameda,821,31,47,5,4/13/2020
Alameda,843,37,22,6,4/14/2020
Alameda,915,37,72,0,4/15/2020
Alameda,981,44,66,7,4/16/2020
Alameda,1043,44,62,0,4/17/2020
Alameda,1085,44,42,0,4/18/2020
Alameda,1134,44,49,0,4/19/2020
Alameda,1181,50,47,6,4/20/2020
Alameda,1234,51,53,1,4/21/2020
Alameda,1275,53,41,2,4/22/2020
Alameda,1336,56,61,3,4/23/2020
Alameda,1385,56,49,0,4/24/2020
Alameda,1396,56,11,0,4/25/2020
Alameda,1449,56,53,0,4/26/2020
Alameda,1494,59,45,3,4/27/2020
Alameda,1525,59,31,0,4/28/2020
Alameda,1564,63,39,4,4/29/2020
Alameda,1599,63,35,0,4/30/2020
Alameda,1630,63,31,0,5/1/2020
Alameda,1678,63,48,0,5/2/2020
Alameda,1731,65,53,2,5/3/2020
Alameda,1762,65,31,0,5/4/2020
Alameda,1819,69,57,4,5/5/2020
Alameda,1864,69,45,0,5/6/2020
Alameda,1914,69,50,0,5/7/2020
Alameda,1955,72,41,3,5/8/2020
Alameda,2011,75,56,3,5/9/2020
Alameda,2047,75,36,0,5/10/2020
Alameda,2103,75,56,0,5/11/2020
Alameda,2146,80,43,5,5/12/2020
Alameda,2181,80,35,0,5/13/2020
Alameda,2255,84,74,4,5/14/2020
Alameda,2289,85,34,1,5/15/2020
Alameda,2327,85,38,0,5/16/2020
Alameda,2389,85,62,0,5/17/2020
Alameda,2442,88,53,3,5/18/2020
Alameda,2493,88,51,0,5/19/2020
Alameda,2554,88,61,0,5/20/2020
Alameda,2606,90,52,2,5/21/2020
Alameda,2722,90,116,0,5/22/2020
Alameda,2783,92,61,2,5/23/2020
Alameda,2830,93,47,1,5/24/2020
Alameda,2900,93,70,0,5/25/2020
Alameda,2956,97,56,4,5/26/2020
Alameda,3037,97,81,0,5/27/2020
Alameda,3083,102,46,5,5/28/2020
Alameda,3209,103,126,1,5/29/2020
Alameda,3304,103,95,0,5/30/2020
Alameda,3362,104,58,1,5/31/2020
